AgeGroup,BMI,ConversatiosPerDay,DisciplineScore,HappinessScore,HouseholdExpenseOnPresents,HouseholdExpenseOnSocialGames,HouseholdExpenseParkingTicketsPerYear,NrCousins,PCR_10,PCR_17,PCR_19,PCR_32,PCR_45,PCR_46,PCR_7,PCR_72,PCR_76,PCR_8,PCR_83,PCR_89,PCR_9,PCR_93,PCR_95,SocialActivitiesPerDay,SocialMediaPerDay,StepsPerYear,StudingPerDay,Virus,SpreadLevel,Risk
3,20.17,17,4,7,1785.3,400.0842112,18.34,3,0.822250831,0.272167696,0.970638808,-1.790665731,1.819930265,2.257169776,-0.277497566,0.36673679,0.299605318,2.425120568,1.598019262,-1.391031184,2.436837658,3.211894251,2.205907651,79.81,131.47,0.000138889,0.2,cmv,medium,medium
4,20.22,13,5.754798762,6,1251.19,478.33,616.07,4,-1.372998727,0.293841142,-0.953549227,-0.659297798,1.701978353,0.913237976,0.533754364,0.690380891,2.425921987,-5.838139717,-0.505050826,3.2641892,14.79317226,0.985239626,-3.603722004,83.93,109.12,0.000208333,6.1,cold,medium,medium
6,18.67,13,5,5,1188.13,250.58,0,6,-1.085159561,0.122971823,-1.872362075,-0.378131751,1.354181594,0.55388212,-0.058196858,0.792089765,2.239669742,-2.956810918,1.356910811,2.907222242,-2.158829252,1.098916192,2.205907651,91.23441303,216.1068643,0.000347222,0.4,cold,medium,low
6,20.81,5,4,3,140.88,482.64,1010.61,6,-1.141678261,0.272167696,-1.082321628,-0.022620719,8.541812184,0.008044159,0.229295204,-0.172593028,2.890890384,-3.857106624,-0.249986033,4.826361292,1.319208223,-0.379162954,1.550805821,83.97,113.73,0.000347222,5.943938462,not_detected,low,medium
4.701657459,18.57,6,6,3,313.19,400.0842112,874.6,4.701657459,-1.690779604,-0.348330094,-1.295015519,-0.117592994,0.870007896,2.841915039,-0.01978645,-0.059133694,1.703792505,-6.006462154,0.893807961,4.306007002,-2.496514252,0.975634793,-2.772627618,82.84,85.67,0.00025706,8.9,cold,low,medium
3,21.68861899,14,5,6,1415.67,431.86,359.11,3,1.624385068,0.306368733,-0.280262307,0.192905084,8.541812184,-0.291092195,-0.395013372,0.580347629,-1.382856992,5.669474957,-0.804784224,-3.499138572,3.64515502,-0.711825595,4.183798169,78.57,158.98,0.000138889,3.6,cold,medium,medium
5,19.11,17,5.754798762,7,1784.3,174.33,596.8871092,5,0.556508253,-0.795025544,-0.280262307,2.444676184,-2.14251426,2.841915039,1.223141848,-0.921609068,0.358679561,3.351022964,-1.822061562,-0.356240286,2.274468395,2.23321406,2.205907651,53.28,96.66,0.000277778,7.3,cmv,medium,low
7,20.9,16,5.754798762,5.331109763,1623.5,343.23,385.71,7,1.123501155,1.07192416,2.166766575,0.136424361,-0.748436364,-0.220528111,0.310060246,0.985722962,-1.391186517,2.617190196,-0.762708141,-2.346245703,2.572510969,-0.763447693,2.477858127,69.35,103.63,0.000416667,3.9,cold,high,medium
6,20.13,11,5,5,989.18,444.93,679.51,6,-0.896613263,0.653884181,-0.764376142,4.898023337,-1.261676069,-1.769517439,0.051924854,1.819782139,0.159085184,-5.634463865,-1.07730796,1.443121409,3.247073176,1.262023179,3.02457265,79.7,109.27,0.000347222,6.8,not_detected,medium,medium
6,21.68861899,14,3,5,1364.64,28.34,596.8871092,6,-1.277032693,-0.557030634,-0.71242882,0.268058268,-0.940884486,2.841915039,0.143812639,-0.202801508,-1.544851354,-4.353581119,-0.941842785,1.443121409,1.53400817,-0.75205525,1.82325675,38.44,172.21,0.000347222,4.3,not_detected,medium,low
3,19.94,8,4,3,551.38,244.97,129.49,3,-0.8318504,-0.074658894,-0.280262307,-0.846902453,1.185364437,1.093389912,-0.239451304,0.658354153,0.870154228,-3.681764641,1.097008737,2.063709699,-2.3478403,3.211894251,-2.863488786,60.59,144.51,0.000138889,1.3,cmv,low,low
2,19.45,9,5,4,671.55,0,455.94,2,-0.076855468,0.272167696,-2.834139576,-1.286928393,8.541812184,1.647849252,-0.01978645,0.192472515,0.938082257,-0.26922894,1.48702746,2.261649694,2.034057253,-0.466451632,2.277403047,91.23441303,136.16,6.94E-05,4.6,covid,low,low
3,19.1,16,6,7,1716.35,254.45,416.26,3,-0.479827025,0.741189092,2.006709131,0.806769857,-0.535238175,-0.994274898,0.488096315,0.764379604,0.503923409,-2.956664528,-0.420700329,2.631764925,2.076827329,0.979615428,2.205907651,61.23,216.1068643,0.000138889,4,measles,medium,medium
6,19.87,13,6,6,1260.24,362.03,567.32,6,1.450341902,1.512106327,2.90988169,-0.286835006,0.965156617,0.415208791,-0.399626115,1.413951988,1.559636116,3.154513366,0.96405327,-3.38265681,2.923454593,0.745940411,2.845488465,71.95,141.29,0.000347222,5.7,cold,medium,medium
2,21.68861899,12.74115456,70,4,581.71,295.15,427.91,2,1.045284117,0.036489379,-0.909051904,4.898023337,1.564138986,2.095096529,1.030900266,0.478875308,2.890890384,3.320597341,1.350279166,1.443121409,2.905518439,-1.384705969,2.937518565,65.73,114.15,6.94E-05,4.3,cmv,medium,medium
6,21.68861899,8,5,4,583.76,306.97,541.36,6,0.136935207,-0.184009824,-3.283223447,4.898023337,0.143065108,0.489085602,0.452927911,1.07331367,-0.534808542,-1.702289237,0.079149226,1.443121409,1.755248744,-0.669103656,1.537710988,67.02,227.89,0.000347222,5.2,cold,high,medium
5,22.39,7,5,3,419.48,330.06,596.8871092,5,0.326342094,-0.552243366,-2.395051182,1.235818295,-1.14983351,-1.549317349,-1.27652314,0.180426415,0.031501938,1.142293369,-0.991253731,0.539738344,1.882409667,1.034642042,2.351882509,67.95,183.32,0.000277778,4.3,cmv,medium,medium
7,19.5,13,5,5,1250.17,160.27,596.74,7,0.564167617,-0.257122659,1.075485171,-0.722957441,8.541812184,0.971386687,0.464375776,0.580347629,1.813980278,2.772854406,1.438214506,-0.678601237,2.493201032,0.547868519,2.205907651,51.57,93.23,0.000416667,6,cmv,medium,low
3,20.97,6,7,3,307.39,635.12,333.77,3,0.202490746,-0.637925319,-2.9601213,0.187249511,-1.760807641,-0.361104686,0.55368249,0.400976643,-3.55554988,0.507438405,-0.505050826,2.468474869,3.590545272,-2.083748094,3.869674205,99.77,133.46,0.000138889,3.6,cold,medium,high
5,18.28,10,4,5,881.38,456.3,463.21,5,-0.416655535,0.019232816,-1.438858395,-0.039775909,0.544837182,0.090309151,0.250191823,0.43723747,1.138561225,-1.957463314,0.565698602,1.034805778,-1.374599249,0.683835167,-1.773922764,91.23441303,87,0.000277778,4.7,cold,low,medium
6,20.74,13,6,6,1304.1,463.29,119.33,6,-0.773587181,-1.139060457,-0.412284828,0.153519675,-1.245939846,-0.28031409,-0.829689822,-1.691132802,-2.471462789,-0.587140702,-1.282642201,0.778464837,-2.113172677,-1.429228709,-1.597975766,82.24,150.62,0.000347222,1.3,covid,medium,medium
4.701657459,15.98,11,6,5,987.58,387.74,769.89,4.701657459,1.130235731,0.482678372,0.584770586,-0.945490799,0.364385405,1.144300703,0.536646276,0.580347629,-1.180488608,3.117051184,0.21671183,-1.310017497,3.700693428,3.211894251,3.82954426,75.05,62.03,0.00025706,7.7,cmv,low,medium
6,17.64,19,4,7,2059.29,192.42,900.46,6,0.060593532,-0.24748883,0.563984047,-0.874317006,0.793391093,1.09451117,-0.118991065,-0.397097206,-0.06737683,0.684613871,0.680171654,0.532705418,1.615492822,-0.760363872,2.019109374,54.96,102.63,0.000347222,9.1,cmv,medium,low
6,19.92,10,6,4,778.21,436.07,1052.29,6,0.608440533,0.28606456,1.49212338,-0.187445565,0.013353479,0.222170371,-0.451014618,0.254353807,-0.366177,1.728565137,-0.018934018,-0.118269066,3.662002478,-0.384360452,4.164305316,78.44,130.95,0.000347222,10.5,cmv,medium,medium
5,17.84,14,7,6,1453.03,95.03,1007.53,5,0.617121408,0.635594084,-1.776387153,0.015835997,-1.16747095,-0.111656083,-0.276845451,1.940295916,-2.586354415,-0.148649567,-0.505050826,1.241188526,3.832250724,-1.614591958,3.706276088,45.08,70.53,0.000277778,10.2,flue,medium,low
4,20.36,16,4,6,1671.69,236.72,1144.14,4,0.693173133,-0.379862883,-1.253612077,-0.142985626,0.214851066,185.7734209,0.484562599,0.035234401,0.17994695,2.62872328,0.200686375,-0.121530815,2.868810088,-0.004174776,3.178541177,58.96,118.81,0.000208333,11.4,cmv,medium,low
5,18.96,11,6,5,949.56,309.77,955.96,5,-0.723288446,0.068099607,-1.814666861,4.898023337,0.752258325,2.841915039,0.09350429,0.984734278,1.862298749,-3.784038557,-0.505050826,3.731988566,1.019039346,1.239641747,0.792841773,67.03,95.46,0.000277778,9.6,cold,low,medium
3,19.92,9,4,4,647.55,406.43,372.73,3,0.575992757,1.186667927,0.674322915,0.28435346,0.204819527,-0.319105831,0.328490773,1.954533568,1.060562929,-0.535081405,0.265307651,0.995954719,4.052905258,0.9009163,3.815225896,74.13,136.01,0.000138889,3.7,flue,medium,low
3,17.96,12.74115456,6,5,813.22,403.68,148.59,3,0.949103892,0.390057164,1.956447522,-0.294639539,1.501328324,0.467115058,-0.030840745,0.008249026,2.746319332,3.279139782,1.526266853,-2.242427795,2.224395217,3.211894251,2.523723513,76.19,93.79,0.000138889,5.943938462,cold,low,medium
4,18.55,12.74115456,5.754798762,4,806.58,254.35,595.54,4,0.841606415,-0.769742265,-2.205077277,0.219390552,0.179718904,-0.244475918,-0.695796239,-0.284674761,0.866945908,3.65027977,0.227497138,-0.955565711,2.343530498,0.72572723,2.937366353,60.79,89.65,0.000208333,5.8,cmv,low,medium
3,19.95,13,7,5.331109763,1287.49,498.58,596.8871092,3,-0.45530095,1.00332248,3.082431059,0.427376687,-1.831950336,-0.650019473,-0.654378102,0.580347629,2.890890384,-2.956810918,-1.850446211,2.350684374,2.414604638,3.211894251,2.537341173,85.25,150.91,0.000138889,3.4,measles,medium,high
4,18.33,12,4,6,1178.35,206.2,917.04,4,0.332916728,-0.319690402,0.322180719,-1.439651924,8.541812184,1.809375444,0.824675604,-0.692176776,0.090565065,-2.956810918,1.214361178,-1.208245238,0.044849885,-1.12520734,0.148839247,56.32,101.99,0.000208333,9.1,cmv,low,low
5,22.83,13,5,6,1195.21,389.71,1170.72,5,-3.783325039,0.235575968,0.757904078,0.489606724,-0.419849397,-0.610966372,0.044458637,1.117565028,0.092573493,-15.45503838,-0.355198294,14.21353385,2.684848575,0.460307332,2.666727826,91.23441303,192.37,0.000277778,11.6,not_detected,high,medium
3,21.68861899,12,5,5,1156.93,400.0842112,844.76,3,-2.923779799,0.218890886,-0.439039214,0.259266212,-1.244243805,-0.404915448,-0.03077202,1.199150609,-2.244174971,-12.28884746,-1.262259421,10.89992403,1.395768102,-1.199360242,1.176307275,57.33,64.29,0.000138889,8.4,not_detected,low,low
3,19.99,16,6,7,1740.99,448,593.31,3,1.132096451,-1.124439555,-0.912408103,-0.074952326,0.704476688,0.144516063,-0.258397253,-0.866557507,2.890890384,5.364978263,-0.505050826,0.23847354,6.50155592,0.83360321,7.820052347,79.68,167.5,0.000138889,6,flue,medium,medium
4.701657459,19.95,10,5,4,855.51,213.17,151.55,4.701657459,0.136935207,-0.601730048,1.917874615,0.821934405,-0.963567769,-1.046274444,1.545024894,-1.48381135,-0.42520608,3.560870976,-0.868263224,-0.849570386,2.186039809,3.211894251,2.747013415,57.88,126.79,0.00025706,1.7,covid,medium,low
4.701657459,21.68861899,20,5,8,2200.93,583.14,360.3,4.701657459,0.94175594,2.665438963,1.352083536,0.965435384,-0.747505732,-1.198338259,0.088087437,4.013769601,0.362911372,-1.990420437,-0.615913122,0.48531447,4.628630495,1.021167869,3.724095725,93.95,55.19,0.00025706,3.6,flue,medium,high
5,21.68861899,9,4,4,1208.704198,299.58,464.22,5,0.123075937,0.237817842,0.794395938,-1.83050521,2.18075636,2.332899447,1.61299062,0.307770454,1.02510864,0.015839926,1.970287048,1.279571195,2.537613429,3.211894251,2.462897638,65.21,131.23,0.000277778,4.7,covid,low,low
3,20.27,12,6,5,1163.59,400.0842112,0,3,0.472377224,1.429795133,3.040115535,-0.075735205,8.541812184,0.094999981,0.553421476,1.186268438,-0.000451978,-0.111771002,0.061440029,-1.191842023,1.176475392,-0.062475965,0.754777152,76.18,122.04,0.000138889,0,cold,medium,medium
7,15.91,10,6,5,873.18,500.19,596.8871092,7,0.527977177,1.328613164,-0.627313791,4.898023337,0.055903906,-0.018477621,0.457464005,0.580347629,0.166530879,-1.567918255,0.062181452,1.443121409,4.64735333,0.120760764,4.196430014,91.23441303,64.83,0.000416667,5.3,flue,low,medium
4,20.45,9,7,5.331109763,636.49,400.0842112,244.88,4,0.777647053,-0.979166508,-0.568841235,0.353185973,-1.456178393,2.841915039,1.522994378,-1.176048658,-2.521271777,-2.956810918,-1.468510514,-0.70594615,2.916490298,-1.296613443,3.486858514,103.18,139.22,0.000208333,2.5,covid,medium,high
4.701657459,16.28,10,8,4,856.1,201.76,596.8871092,4.701657459,-1086.72217,0.272167696,-1.855568526,4.898023337,1.652508004,0.636804997,-0.113072175,-0.435865393,2.803117577,-3.232769849,1.661668465,1.443121409,-2.543148239,1.412306947,-2.696182153,55.26,64.2,0.00025706,9,cold,low,medium
4,22.45,12.74115456,6,5.331109763,1723.38,499.05,433.61,4,0.011376414,-0.577747534,1.250427396,4.898023337,-1.980110971,-2.697697871,1.341968679,-1.20797392,0.10735623,1.560287549,-0.505050826,1.443121409,1.448966629,3.211894251,1.847497683,86.79,216.1068643,0.000208333,4.2,covid,high,medium
4,21.08,13,6,5,1222.46,303.75,812.39,4,-1.057564311,0.291478666,-0.280262307,-0.764773518,8.541812184,1.030341977,-0.058513319,0.228568954,1.996952333,-4.416319395,1.557961483,4.884738684,3.111972116,0.62867492,3.47753339,91.23441303,148.38,0.000208333,8.1,not_detected,medium,medium
6,15.14,14,7,6,1424.27,592.59,596.8871092,6,1.398062034,2.351125771,0.174848622,0.366056804,-1.307581483,-0.535927575,-0.337134433,4.141642506,-2.160617281,-2.956810918,-1.310051913,0.703815922,6.993808325,-1.059083975,6.470677059,94.18,50.03,0.000347222,5.5,flue,low,high
4,19.69,15,4,6,1599.02,715.26,1128.6,4,0.858126411,1.946236534,-1.103625764,-0.128390536,0.593896123,2.841915039,-0.079438734,3.704607803,1.061374439,-1.655695426,-0.505050826,0.895021215,4.027348699,0.562493688,3.207841556,106.72,91.05,0.000208333,11.4,flue,medium,high
6,21.34,11,8,5,954.83,0,902.48,6,-1.41296237,0.558764319,2.43599685,0.480743064,-1.654900133,-698.8692403,0.121785088,0.598364095,-2.697630534,-6.220648067,-1.654956629,5.909885293,2.747043848,-1.302850074,2.884997677,30.61,172.72,0.000347222,8.8,not_detected,medium,low
3,18.87,13,5.754798762,5,1254.07,334.65,674.52,3,0.252248924,-0.931127587,-1.471867377,-0.081891228,0.243211872,0.115966359,-0.01978645,-0.647013135,0.372704266,1.924124769,0.241243324,1.443121409,2.90110313,3.211894251,3.530302961,69.79,131.38,0.000138889,6.8,flue,medium,low
5,20.98,17,6,7,1208.704198,404.34,596.8871092,5,-1.046123955,-0.036322658,-1.142794387,0.051812071,-0.036314294,-0.064008483,-0.264228497,0.92853054,0.028008429,-2.956810918,-0.029057702,5.961573624,3.296666443,0.060172295,3.488907901,75.63,158.84,0.000277778,8.5,not_detected,high,medium
3,19.03,9,7,4,634.79,667.26,596.8871092,3,-0.43013519,0.811150481,4.535904544,0.933373579,-0.482218393,-1.139391586,-0.564803974,-0.501854356,0.890461461,-1.366036022,-0.342700986,-1.427181501,-2.433170107,1.326827573,-2.514858642,102.75,101.24,0.000138889,5.943938462,measles,low,high
6,18.11,9,8,4,740.06,388.47,0,6,0.136935207,-0.614120805,-2.63925815,0.05332072,-0.29333954,2.841915039,-0.115398012,0.580347629,-0.54557162,-3.905812286,-0.298959373,3.027641556,-2.300553318,-0.299543476,-2.546460809,73.89,97.53,0.000347222,0.5,cold,low,medium
3,21.68861899,13,5,5.331109763,1295.65,241.14,761.77,3,-1.089413391,-0.089163522,0.778688007,-0.717253462,-0.225007327,0.828137986,-0.876724435,0.065688867,-2.020743834,-4.199636154,-0.362671514,1.443121409,2.055298851,-1.860644143,2.503154662,59.68,90.18,0.000138889,7.7,not_detected,medium,low
4,19.63,9,3,5.331109763,678.86,119.35,691.24,4,0.769473983,0.082812755,1.856975862,-0.610292597,0.164445842,0.732984838,0.015561832,0.580347629,-0.920757053,3195.910513,0.065508135,1.443121409,2.067010338,3.211894251,2.500523582,47.22,216.1068643,0.000208333,7,cold,low,low
5,20.93,14,5,6,1360.06,477.64,282.01,5,-1.150965687,-0.36754623,-2.196738367,2733.742685,-2.463584237,-3.420863838,-0.66891114,0.73336584,0.249099211,-5.016231673,-2.108703329,1.443121409,2.590089812,2.401627965,2.843778728,83.73,126.58,0.000277778,2.9,not_detected,medium,medium
5,18.25,9,4,4,673.61,505.21,1033.29,5,0.468912804,0.716472883,0.855282535,-0.346895728,0.970104116,2.841915039,-0.01978645,0.953633812,1.443807667,0.373791595,0.958689508,1.443121409,1.979010394,0.623729318,1.883107475,85.47,92.18,0.000277778,10.3,cmv,low,medium
7,23.61,16,6,7,1743.44,338.42,596.8871092,7,-1.54973165,-0.569381974,-2.998636843,0.362108141,-1.643995004,-0.558061464,-0.097290947,0.119620513,-2.923879114,-5.556550366,-1.664360908,4.108770587,14.79317226,3.211894251,-3.24694945,69.2,177.3,0.000416667,10,cold,high,medium
6,19.96,15,3,6,1525.57,127.68,101.27,6,0.48958006,-0.252406863,-0.72998137,4.898023337,1.760660292,2.841915039,-0.469815116,-0.117376957,2.413728489,2.005728277,1.722743296,-1.031265238,0.809518864,0.921661644,1.064722077,47.57,108.47,0.000347222,0.9,cmv,medium,low
6,17.79,21,4,8,2391.45,482.35,596.8871092,6,0.585720845,0.282773781,0.697548675,4.898023337,1.766802411,2.841915039,-0.01978645,0.001753917,2.890890384,2.109491089,1.68739769,-2.289034976,-0.491250236,0.419110556,-0.724735006,83.3,103.68,0.000347222,5.943938462,measles,medium,medium
2,18.02,12.74115456,4,6,1660.61,258.08,65.16,2,0.094826251,1.283018674,2.992062803,1.499165399,-1.277752206,-1.87014347,-0.252939875,0.98471772,0.301001192,-1.252598202,-1.079392177,-0.586765697,0.402258324,3.211894251,0.107822293,61.68,93.16,6.94E-05,0.7,cold,medium,low
6,14.82,15,7,7,1522.74,29.22,842.61,6,-0.265509312,-1.172690548,-4.510504794,4.898023337,-1.244653872,-0.402805085,-0.01978645,-0.366977262,-2.24893467,-0.0315434,-1.26301001,1.208588732,-1.259200372,-1.203847402,-1.373652596,38.5,43.34,0.000347222,8.3,cold,low,low
5,18.41,11,5,4,902.34,373.52,760.49,5,1.963118189,0.812331341,1.704568821,-0.486985415,8.541812184,0.571045187,0.197011419,0.580347629,-1.124780135,5.997748452,-0.130436757,-4.023787931,4.259478463,-1.1077237,4.50186369,73.34,119.16,0.000277778,7.7,cold,low,medium
4.701657459,18.96,8,5,4,533.23,360.84,1079.11,4.701657459,0.280426884,1.716070585,2.966097716,-0.517689623,1.674257375,0.74399223,-0.500588962,1.69263289,2.890890384,-1.514449349,1.668804991,-0.750409737,0.874419211,1.250709174,0.424231772,71.11,118.19,0.00025706,10.7,cold,low,medium
5,21.45,14,7,6,1411.07,631.43,20.22,5,0.175355863,0.272167696,-0.508973357,-1.485924973,1700.209777,1.888169453,-0.01978645,-0.939190505,0.6749817,1.952326667,1.525779033,1.038002314,2.645611001,-0.795431306,3.248334927,98.64,180.16,0.000277778,0.2,cmv,high,high
4,21.68861899,13,4,5,1248.2,751.26,654.28,4,0.126378789,-0.08517638,-0.23738548,-2.637699256,2.479619303,3.308850013,-0.01978645,0.004380464,-0.010140696,0.474325862,-0.505050826,0.001490908,0.616841612,-2.172383023,2.205907651,110.91,87.47,0.000208333,6.5,cmv,low,high
4,18.09,8,6,4,479.06,482.24,118.03,4,0.442049792,-0.853769929,-0.701678174,0.389381832,-1.235030023,-0.557663366,0.056423,-0.98729381,-1.948516268,-2.956810918,-1.229688177,-0.612226097,1.493335611,-0.906454715,2.077435746,83.86,113.93,0.000208333,1.2,cmv,low,medium
3,16.57,12.74115456,6,5,1114.49,650.99,381.96,3,0.136935207,-0.2282153,-1.83934647,-1.164755641,1.608597374,2.841915039,-0.25295284,0.494608584,1.148152739,-2.956810918,1.485973728,1.072256734,2.09604537,-0.233929329,2.27196579,99.82,81.07,0.000138889,3.7,cmv,low,high
6,20.06,11,6,4,911.3,400.0842112,1173.81,6,0.720438864,0.041697114,-1.166357947,4.898023337,2.093629336,1.184254491,1.141409646,0.619613299,2.875112702,-2.956810918,2.04895024,-0.028543258,2.792841719,1.10095982,2.205907651,54.93,120.04,0.000347222,5.943938462,cmv,medium,low
4,21.68861899,14,4,6,1428.56,513.64,1192.93,4,0.984867733,0.272167696,0.439183152,-0.110861623,8.541812184,0.122641191,1.07014535,0.887063331,-0.463342207,2.425734396,-0.126790321,-0.26568378,4.37229714,-0.382618143,4.441993139,86.87,144.56,0.000208333,11.9,cmv,medium,medium
7,20.33,13,7,6,1288.15,400.0842112,1048.6,7,-0.874438234,-0.552362744,-2.48770794,4.898023337,183.5679224,-0.351932746,-0.004575354,0.256044348,1.068655535,-2.956810918,0.247612047,4.009373643,0.725244482,0.927683414,2.205907651,77.3,141.19,0.000416667,10.7,cold,medium,medium
3,20.15,10,6,4,756.05,668.42,963.74,3,0.136935207,0.013946029,-1.465974746,0.129824096,-0.951555596,2.841915039,0.35181263,0.825428158,-1.860937851,-2.529763502,-0.977373863,3.257159019,1.953149296,-1.06448273,2.205907651,102.89,127.04,0.000138889,9.4,cold,medium,high
4,19.66,16,5,7,1742.29,120.47,698.5,4,-442.1411325,-1.115046841,-2.271790584,2.195122886,-1.881447435,-2.739158242,-0.576852592,-0.764501916,0.417118102,-0.415116932,-1.591540854,2.098680933,0.593641397,2.065063637,1.107805914,48.36,131.05,0.000208333,7.1,covid,medium,low
4.701657459,18.27,12,6,5.331109763,1208.704198,361.03,85.67,4.701657459,-936.1060553,0.272167696,-0.256490047,0.173250841,0.445624194,-0.168874026,0.504508407,0.033065197,1.366130824,-3.448720048,0.498882624,4.969518871,2.829882138,1.001976332,3.138487881,71.73,105.08,0.00025706,0.8,not_detected,low,medium
5,21.68861899,21,4,5.331109763,2334.25,400.23,596.8871092,5,-2.584033961,-0.029575333,-2.559208621,0.509836002,-0.334049021,-0.627995351,-0.24499941,1.505846807,0.327862796,-11.24949583,-0.261452739,10.4189832,1.493700374,0.624986872,1.226962007,76.29,71.09,0.000277778,0.6,not_detected,medium,low
4,22.8,13,5,5,1181.41,232.12,698.2,4,-1.14496991,0.272167696,-3.699692073,0.122870914,-0.789565676,-0.207816244,-0.514850559,-0.055418646,-1.512124781,-3.786715792,-0.808324358,1.443121409,-2.18175206,-0.850683985,-2.333875777,58.69,162.23,0.000208333,7.1,cold,high,low
5,18.32,13,7,6,1314.31,406.8,0,5,0.711859773,2.047756635,0.675943479,0.587151025,-2.035570127,-0.854702064,-0.013457544,3.336631897,-3.326979822,-1.877431365,-2.036374044,1.201464226,4.60417756,-1.611521251,2.205907651,76.76,102.44,0.000277778,5.943938462,flue,medium,medium
2,18.52,13,6,6,1255.96,601.87,596.8871092,2,0.150515711,-0.707399018,-0.656928701,-0.142707869,0.465406855,0.205399808,-0.084993445,-0.822868885,0.742784788,1.700047781,0.464102019,-0.200433614,0.585912477,0.350247853,1.006081697,97.12,90.04,6.94E-05,8.5,cmv,medium,high
7,21.68861899,12,7,5,1146.92,390.49,671.44,7,0.136935207,0.296395033,0.253501168,0.492621046,-2.258358202,-0.760939085,-0.18187313,0.49795348,-4.026696607,0.655412131,-2.287180458,-0.16630744,1.626133918,3.211894251,1.70061677,73.8,94.9,0.000416667,6.7,cmv,medium,medium
7,20.29,12,6,5,1100.86,347.06,798.32,7,0.665286132,2.465929919,1.574436564,-0.882294454,1.4875101,1.159200175,0.029453163,3.801699093,1.47337699,-2.75194966,1.408378019,1.908946856,5.658146486,0.202683557,2.205907651,69.3,131.49,0.000416667,8,flue,medium,medium
7,18.99,13,50,5,1258.34,400.0842112,596.8871092,7,-1.399922415,-0.382453129,-0.680116864,0.069553937,-1.457583798,-0.198124964,-0.01978645,0.119332259,-3.123845818,-5.24558603,-1.519876519,5.881133736,1.785822907,-1.908724359,2.050517577,84.6,135.29,0.000416667,1.8,not_detected,medium,medium
4,19.44,13,5,5,1179.66,455.96,993.11,4,0.536931809,-0.017440522,-0.601183205,0.331567322,-1.185870838,-0.485551576,0.646043659,0.580347629,-1.960385966,1.443189785,-1.188184604,0.682496208,3.3857942,3.211894251,3.574888979,80.55,138.38,0.000208333,10,cmv,medium,medium
4.701657459,19.13,12,5,5,1208.704198,785.45,413.12,4.701657459,0.421513351,1.467180998,1.131991749,4.898023337,2.43563037,2.925419968,0.616695067,2.503097102,571.8368359,-1.868841646,2.152866116,2.924544992,6.240722346,-1.541655672,6.050596793,91.23441303,147.11,0.00025706,5.943938462,flue,medium,high
6,19.99,12.74115456,7,6,1370.55,90.94,279.23,6,0.543935583,0.867719251,2.178637178,0.034186921,-0.379029743,2.841915039,0.72244387,0.903367618,2.890890384,0.606447398,-0.392396435,0.359063042,3.810190274,-0.461710926,3.85062661,45.83,116.91,0.000347222,2.7,cmv,medium,low
6,20.09,14,8,6,1406.04,376.39,22.56,6,-1.276602643,-0.230640134,-3.45132508,1.022283268,8.541812184,-1.288409164,0.792619245,0.820658406,-0.165429544,-5.409101461,-0.909672636,4.181914369,-1.966362813,0.7353641,2.205907651,73.85,107.55,0.000347222,0.3,cold,medium,high
3,18.99,9,5,4,655.97,0,912.25,3,0.400531087,-0.665385668,-3.594430086,-1.854965198,0.930857869,2.262211224,-0.473019887,0.523099391,-1.831374825,1.101032309,0.652178511,1.564617489,3.119030983,-2.67572959,3.487691396,27.86,150.24,0.000138889,9.1,cold,low,low
5,20.69,9,4,4,1208.704198,223.12,684.66,5,0.251281112,-0.348780574,-0.564443429,-1.696762063,2.731373108,2.218989386,-0.850223348,-0.230769824,2.543349788,1.250558535,2.572581424,-0.188924652,14.79317226,0.20720178,2.205907651,58.01,134.79,0.000277778,6.7,cmv,medium,low
5,16.97,15,4,6,1494.59,420.77,596.8871092,5,0.793278148,0.033523377,-2.681861048,-1.621061966,1.163888506,2.004862144,0.065388566,1.417489818,-0.814125906,1.285447261,-0.505050826,1.443121409,5.027034012,-1.843499101,5.212452563,78.1,73.19,0.000277778,4.7,flue,low,medium
4,18.12,16,5,6,1633.57,423.75,1103.7,4,0.81587151,-0.456301313,-1.20101418,-0.428810606,-0.141961845,494.5104194,1.137131597,-0.156047852,-1.224801213,3.349783509,-0.224644961,-0.538643166,2.793286526,-1.122895637,3.03584034,78.56,216.1068643,0.000208333,10.9,cmv,medium,medium
5,17.57,15,4,6,1563.79,310.86,908.84,5,0.920121141,0.968003176,-2.786004764,0.120880872,-0.819706679,-0.207869232,-0.027541255,3.122716256,-1.58396733,-0.503275046,-0.840356513,2.870604069,7.124090137,-0.897528754,6.977792281,65.9,106.73,0.000277778,8.8,flue,medium,low
4,19.05,15,5,6,1581.73,646.7,586.72,4,1.050568617,1.250076827,2.190697896,2.744417121,-2.490579551,-3.435605063,-0.417024782,1.288147581,0.211080396,1.922339984,-2.13520137,-2.162278626,2.536584755,2.386468213,2.463961931,100.79,130.53,0.000208333,5.9,cold,medium,high
7,17.28,12.74115456,6,3,356.66,113.92,731.47,7,0.136935207,-0.88903008,-1.728033716,-1.390850087,1.010802233,1.721117328,-1.245512275,-0.519886743,-0.671130152,5.173581632,0.817844814,-1.518980212,3.717553059,-1.564468437,4.700473703,46.77,77.06,0.000416667,7.2,covid,low,low
